Account;OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;IsInStore;IsB2B;IsCallCenter;IsCertifiedMarketplace;IsCertifiedSeller;IsB2C;ExternalMarketplaceName;InternalMarketplaceAccount;MarketplaceOrderId;InternalCertifiedSellerAccount;SellerOrderId;Type
bathbodygt;1076241278677-01;507461;invoiced;GTQ;350;350;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076072269890-01;507015;invoiced;GTQ;190;190;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078650979450-01;509907;invoiced;GTQ;328;328;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076073082214-01;507031;invoiced;GTQ;350;350;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078672087842-01;509951;invoiced;GTQ;178;178;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076051813292-01;506867;invoiced;GTQ;964;964;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078672549041-01;509961;invoiced;GTQ;708;708;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076100281862-01;507197;invoiced;GTQ;190;190;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078641550788-01;509871;invoiced;GTQ;178;178;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078651812494-01;509875;invoiced;GTQ;598;598;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076081651484-01;507123;invoiced;GTQ;190;190;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078662867041-01;509923;invoiced;GTQ;173;173;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076090921724-01;507155;invoiced;GTQ;1494;1494;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076091318256-01;507165;invoiced;GTQ;350;350;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076813333727-01;508705;invoiced;GTQ;1044;1044;2020-11-16;2020-11-16;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076121950816-01;507301;invoiced;GTQ;190;190;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076112524365-01;507223;invoiced;GTQ;800;800;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076481443546-01;507819;invoiced;GTQ;332;332;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076101444416-01;507211;invoiced;GTQ;340;340;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076080409239-01;507095;invoiced;GTQ;352;352;2020-11-13;2020-11-13;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078641254418-01;509863;invoiced;GTQ;178;178;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078643586621-01;509861;invoiced;GTQ;185;185;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
